subject_id,MFD_true,MFD_SD_true,MFD_false,MFD_SD_false,MSA_true,MSA_SD_true,MSA_false,MSA_SD_false,MFD_overall,MFD_overall_SD,MSA_overall,MSA_overall_SD
s2,2.5391,0.9603728911209437,2.8547058823529414,1.2167341903494773,6.974291339155144,6.3761471825264096,8.707330702851616,7.784915880699495,2.7378148148148145,1.1388400868797275,8.110302788085367,7.376349697099013
s4,2.9044,1.561402779554334,2.554347826086957,1.5687430196261305,9.831000853708838,6.7226169200118475,6.928244335211934,4.492445276422513,2.660424242424243,1.5747610310351379,8.011195805574241,5.611064398476598
s8,1.6954444444444445,0.5389059103840982,1.4188571428571426,0.3602952870598657,6.339953101356958,3.2472031570064113,6.592616797978814,3.2077571690623214,1.5744375000000002,0.48885618651475615,6.455578860827976,3.231663874043392
s10,2.534333333333333,0.42499751633261207,2.187484848484849,0.586731889687694,6.077767906430058,2.1690046972417014,6.945420361208693,4.019178468087811,2.2163888888888894,0.5829307314375534,6.857455596208094,3.8809316894110193
s16,3.9553333333333334,1.701710773179613,2.6141,0.8343974412712446,4.106235900696702,2.612250524552395,3.8306449784146053,2.0640285367515996,2.9236153846153843,1.2341603522832554,3.930546687741865,2.2819037209346718
s22,1.12975,0.13678335973355824,1.079181818181818,0.11373399442384546,6.971378700610877,4.39746711744612,4.417131018535356,3.506051109166299,1.0926666666666667,0.12237356286751191,5.211785852958852,3.9852906426957335
s23,1.531,0.47942117878402774,1.365909090909091,0.33897075619250544,5.91176292723625,4.169712853197059,7.120438080757389,4.788632505017644,1.4012857142857142,0.3796324215740854,6.76494538854529,4.6479637782071945
s30,2.1048,0.7080244063589899,2.8735000000000004,1.1923843678819472,6.199133337052838,2.3907644666504346,6.1367870150077675,3.6585843096977912,2.749516129032259,1.1632927646089213,6.144492740204348,3.52671892732398
